Ticker,Action_Rank,Action_Status,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Score,Trend_Score,Relative_Strength_Score,Breakout_Score,Accumulation_Score,Volatility_Score,Weekly_Stage_Score,Weekly_Stage,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_50,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
QUBT,5,Avoid,Avoid,Wait - Last Hour Bearish,below EMA200 | weekly Stage 4 | not outperforming SPY | distribution cluster,REGULAR,9.67,9.67,,,,9.670000076293945,0,0,0,0,-5,3,-10,Stage 4,9.180000305175781,9.706000089645386,-16.457220886306413,10.06893718592357,9.989461520651687,10.353393725496602,10.555723223479207,-1.8349476679624055,41.167886290834055,-8.514660780652372,-49.5565986551451,8.44007498313626,-16.954735763788634,0.01296411700750877,0.013865392036388934,0.016813295165639102,-6.531752827425086,-0.3092756037225586,-4.446638481758014,12.350000381469727,14.449999809265137,14.449999809265137,25.84000015258789,-21.70040665907125,62.5773993065341,False,False,True,0.8871429988316127,9.174177785235477,3820499,22260067.98,11.0,12.0,-1.0,False,-0.3092756037225586,1.3064029029359547,1,True
