Ticker,Action_Rank,Action_Status,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Score,Trend_Score,Relative_Strength_Score,Breakout_Score,Accumulation_Score,Volatility_Score,Weekly_Stage_Score,Weekly_Stage,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_50,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
QUBT,5,Avoid,Avoid,Clean,below EMA200 | weekly Stage 4 | not outperforming SPY | distribution cluster,REGULAR,9.845,9.845,,,,9.845000267028809,0,0,0,0,-5,3,-10,Stage 4,9.180000305175781,9.706000089645386,-16.457220886306413,10.085603870755461,9.996324273229526,10.355711608817593,10.557464518909406,-1.818754143993273,43.7226336363999,-6.8590297892857865,-48.643712948111265,8.576005431893963,-15.43503522117975,0.013182207585312041,0.013869753847945001,0.01681438561852812,-4.959370842572652,1.4948501094316669,-2.717387565613405,12.350000381469727,14.449999809265137,14.449999809265137,25.84000015258789,-20.28340110984521,61.900153990351946,False,False,True,0.8871429988316127,9.011101825996699,3257499,22248807.98,11.0,12.0,-1.0,False,1.4948501094316669,1.80972354735065,1,False
