Ticker,Action_Rank,Action_Status,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Score,Trend_Score,Relative_Strength_Score,Breakout_Score,Accumulation_Score,Volatility_Score,Weekly_Stage_Score,Weekly_Stage,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_50,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
PANW,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,355.05,355.05,,,,355.04998779296875,100,30,25,20,15,10,15,Stage 2,304.20001220703125,197.6009999593099,8.063328027197493,294.84644167759643,257.9001969436692,215.56020730647148,208.67364392775553,16.644056447140663,121.46330562157672,90.01871886280254,73.49979908714204,8.575961065274473,81.44275779752807,0.47540319225983313,0.3359068699904234,0.2890590300784412,98.70708972741704,24.465391445749617,26.848873002933015,356.4100036621094,356.4100036621094,356.4100036621094,356.4100036621094,-0.3815874569081834,0.3815874569081886,False,False,False,13.30072021484375,3.746154252116032,2133732,8169516.64,16.0,4.0,12.0,False,4.114127978209048,2.6185692629754342,0,False
EXTR,3,Downgraded - Wait,Watchlist Candidate,Wait - Last Hour Bearish,lower high and lower low | last 1H bearish,REGULAR,31.88,31.88,,,,31.8799991607666,100,30,25,8,15,7,15,Stage 2,31.739999771118164,19.18366673787435,14.504288339139237,30.37635471389266,26.746868831361187,21.540731199164405,20.56244447620304,24.34564246296713,111.40583104811972,88.41606984052332,77.60444460029095,8.575961065274473,79.84010877524885,0.042686533984917896,0.035416499544014275,0.02782337790063524,65.40621979699175,3.0714479347478285,1.174227004751427,33.099998474121094,33.099998474121094,33.099998474121094,33.099998474121094,-3.68579869968374,3.6857986996837373,True,True,False,1.3648571286882674,4.281233264171289,247785,2723205.7,14.0,4.0,10.0,False,-1.513746639748914,-2.6324761481788528e-06,1,True
ZD,3,Downgraded - Wait,Watchlist Candidate,Wait - Last Hour Bearish,2+ bearish hourly candles | last 1H bearish,REGULAR,52.83,52.83,,,,52.83000183105469,100,30,25,20,11,10,15,Stage 2,50.41999816894531,40.02733300526937,9.56686725823348,47.95802898086487,45.704926373788524,41.759545035850344,41.04029535552819,8.002603331496271,25.905631515145778,47.734911383490285,74.52924027790957,8.575961065274473,39.158950318215815,0.07073807176757663,0.06185683458830426,0.0561759248229127,5.945656115876896,9.651310702418936,14.922776654750415,53.310001373291016,53.310001373291016,53.310001373291016,53.310001373291016,-0.9003930404639093,0.9003930404639118,False,False,False,1.7814279283796037,3.3720005047064747,143737,627526.74,6.0,4.0,2.0,False,0.8783710302691095,-0.07565380924022813,2,True
HLIT,3,Downgraded - Wait,Watchlist Candidate,Wait - Last Hour Bearish,last 1H bearish,REGULAR,16.055,16.055,,,,16.05500030517578,95,30,25,8,10,7,15,Stage 2,14.899999618530273,11.14966672261556,12.188496071279232,14.936559946628151,13.743710249837457,11.833434173349879,11.479273173819662,15.205248006567707,78.78620404893178,60.71071744758181,69.53537331011081,8.575961065274473,52.13475638230733,0.02149725013161742,0.018426246676379834,0.015676703451358083,40.678952823704265,10.419534713187705,8.479730393696737,16.489999771118164,17.68000030517578,17.68000030517578,17.68000030517578,-2.637959199394735,9.191176311938666,True,False,False,0.7700000490461077,4.79601391722102,415244,3342558.88,11.0,7.0,4.0,False,-1.68401481821846,0.5952400073670372,1,True
FROG,3,Downgraded - Wait,Watchlist Candidate,Wait - Intraday Selling,last 3H selling | 2+ bearish hourly candles | last 1H bearish,REGULAR,90.79,90.79,,,,90.79000091552734,100,30,25,14,15,7,15,Stage 2,87.58000183105469,58.55316696166992,12.074559684179299,82.05115304551823,72.89314927633927,60.53811632975385,57.6572432194552,19.694077296767354,93.4583429046225,37.43567101254981,106.9051930390644,8.575961065274473,28.859709947275338,0.12156557595963852,0.09532501390098252,0.08159671117904768,89.10436531095316,18.432033105161437,15.68552119271307,93.12000274658203,93.12000274658203,93.12000274658203,93.12000274658203,-2.5021496588607084,2.5021496588607115,True,False,False,4.740893227713449,5.221823086139697,665232,3031654.64,8.0,3.0,5.0,False,-0.09902766352387626,-1.801618596227872,2,True
MXL,4,Rejected - Distribution Risk,Avoid,Failed - Distribution Risk,distribution cluster,REGULAR,115.61,115.61,,,,115.61000061035156,91,30,25,8,10,3,15,Stage 2,96.5999984741211,41.397333240509035,137.9795356687537,95.42461314069041,80.6581313049697,51.216813631602925,44.35902252470037,156.7633424391392,564.8073873951342,557.622304391795,713.581986629097,8.575961065274473,549.0463433265205,0.15479894447812406,0.11431238825668326,0.04785172826609333,245.75828861697633,36.02777210991679,36.994906323619034,128.3000030517578,128.3000030517578,128.3000030517578,128.3000030517578,-9.890882415869429,9.890882415869426,True,False,False,11.02999986921038,9.540697008025765,1773212,5785694.24,18.0,8.0,10.0,False,-9.700850025278363,-4.058090779791234,3,True
FCEL,4,Rejected - Distribution Risk,Avoid,Failed - Distribution Risk,distribution cluster,REGULAR,33.79,33.79,,,,33.792301177978516,79,30,25,4,5,0,15,Stage 2,24.0,11.422333415349325,46.19027462254306,23.825400154381725,19.432515752614645,13.45473452129531,12.371171098712447,61.30774660357703,417.4931101414206,314.1213457092836,502.35829543214663,8.575961065274473,305.5453846440091,0.04524705930474292,0.025693222178766847,0.015143732446623688,270.72249663646306,56.73609468942287,71.10025912900515,37.880001068115234,37.880001068115234,37.880001068115234,37.880001068115234,-10.791182087841754,10.791182087841761,True,False,False,4.2221358844212125,12.49437220088657,7093313,12520432.26,22.0,19.0,3.0,False,-6.158559419394782,-3.0405681797930684,2,True
ASTS,4,Rejected - Distribution Risk,Avoid,Failed - Distribution Risk,weekly Transition | distribution cluster,REGULAR,84.6,84.6,,,,84.5999984741211,40,22,8,0,5,0,5,Transition,71.44999694824219,87.82183303833008,7.285802863836088,84.23978977867786,87.13182009669677,82.95402872480386,78.74655908219619,6.985336140399889,2.087601870642408,18.37134046335307,81.04001562776912,8.575961065274473,9.795379398078598,0.11327731508957585,0.11689989837555642,0.11822297736475798,-0.8865488498606688,24.393465397426816,2.857141001970942,114.33999633789062,133.86000061035156,133.86000061035156,133.86000061035156,-26.010144145784032,36.79964284448175,False,False,False,8.595214298793248,10.159827959598013,5380989,23660009.78,18.0,14.0,4.0,False,-4.794060439984071,-1.935001497486355,2,True
TENB,5,Avoid,Avoid,Clean,weekly Transition,REGULAR,39.0399,39.0399,,,,39.03990173339844,71,17,12,20,10,7,5,Transition,30.219999313354492,22.593000157674155,-4.7633097853539645,29.586741847040134,26.314928897780007,24.727993591611515,25.42755059064467,1.0016782451577555,130.73227870782316,63.005847556419695,15.571057265180421,8.575961065274473,54.429886491145226,0.052273467251574876,0.03425059226199279,0.035331963591180876,89.79123622075605,39.82772788939235,45.02192281855679,39.150001525878906,39.150001525878906,39.150001525878906,39.150001525878906,-0.28122551261636763,0.28122551261636775,False,False,False,1.881143433707101,4.818514776377606,974779,3558899.58,14.0,7.0,7.0,False,5.856563456421782,4.106404622395843,0,False
PLTR,5,Avoid,Avoid,Clean,below EMA200 | weekly Stage 4 | not outperforming SPY | distribution cluster,REGULAR,127.39,127.39,,,,127.3499984741211,0,0,0,0,0,7,-10,Stage 4,112.93000030517578,150.05700124104817,-8.29661490024679,125.18280773295476,132.96302976256302,143.90018717841343,143.80245940102836,-4.266839157297076,-12.940935509397178,-30.855682735149237,-6.580111772414821,8.575961065274473,-39.431643800423714,0.17051851257683948,0.18328807145401316,0.22966410177993585,-17.16370159476951,12.202641827419459,-4.427768499721507,151.67999267578125,163.6999969482422,163.6999969482422,207.52000427246094,-16.040345053065742,38.632422970212346,False,False,False,6.33714348929269,4.976162988003856,23327221,42528640.42,7.0,9.0,-2.0,False,9.154024575975805,6.092786939863393,0,False
