Ticker,Status,Gates_Passed,Close,EMA_200,RSI,ADX,OBV,OBV_EMA_20,MACD_Line,Signal_Line,ATR,Aroon_Up,Aroon_Down,RSI_Score,ADX_Score,OBV_Score,Structural_Score,Aroon_Score,Final_Mo_Score
NPI.TO,Disqualified,+DI <= -DI | MACD fails conditions,22.049999237060547,21.664138589990884,37.11435729046325,12.947890335017496,-7736000.0,-6678924.543854735,-0.22925469342034788,-0.14119694176745326,0.43738386500897247,57.14285714285714,100.0,0,0,0,0,0,0
NVTS,Disqualified,+DI <= -DI | MACD fails conditions,17.299999237060547,13.69354021917905,38.66736204493392,22.574077650304442,1278492300.0,1342894334.463796,-0.8285559943459262,0.23545006226611456,2.7500639861648954,0.0,100.0,0,0,0,0,0,0
NXT,Disqualified,+DI <= -DI | MACD fails conditions,106.94999694824219,106.84791239417737,37.09851587757247,16.00739991930738,1513000.0,29000233.55580339,-4.079353881011002,-1.8167519690022544,9.544951564535015,0.0,100.0,0,0,0,0,0,0
OKE,Disqualified,MACD fails conditions,89.22000122070312,81.90015484983032,53.280541855738996,12.479275601024103,35930200.0,45468646.89797808,-0.11716027816227381,-0.26791297490112453,2.4466355878744137,28.57142857142857,64.28571428571429,0,0,0,0,0,0
ON,Disqualified,+DI <= -DI | MACD fails conditions,90.6500015258789,78.81089941358356,37.24926052308143,20.372870472668456,115811300.0,153292990.1159395,0.10961811318954062,3.121630481600096,10.102358225661618,71.42857142857143,100.0,0,0,0,0,0,0
ORA,Disqualified,+DI <= -DI | MACD fails conditions,116.12000274658203,114.26940887237159,31.81173956398699,32.897454972074215,19445900.0,21266044.00608869,-2.3972989690900874,0.4080521182891407,4.61285313564611,7.142857142857142,100.0,0,0,0,0,0,0
ORSTED.CO,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,144.6999969482422,164.9831042718846,34.13000898511241,26.731448731710312,27358950.0,27120734.07600695,-4.248998970787625,-3.410249455186057,4.634016993074051,7.142857142857142,57.14285714285714,0,0,0,0,0,0
OVV,Disqualified,+DI <= -DI | MACD fails conditions,53.189998626708984,49.662327873402724,41.528859432543065,16.08676583023163,39294500.0,40986335.61993652,-1.168585953125998,-0.9233295098829069,1.879892057838594,0.0,64.28571428571429,0,0,0,0,0,0
OXY,Disqualified,Price <= EMA_200 | +DI <= -DI | MACD fails conditions,49.9900016784668,51.17159068140702,30.426883503840656,21.74688745018404,73123500.0,93021199.84911332,-1.7680158681530642,-1.2196715668880422,1.759560060572883,0.0,100.0,0,0,0,0,0,0
PAGP,Disqualified,+DI <= -DI | MACD fails conditions,23.760000228881836,21.45741061097985,46.26351535005116,19.88510808141191,46647900.0,48456314.98351383,-0.21057921374613997,-0.1161927110346581,0.5170302273015667,21.428571428571427,64.28571428571429,0,0,0,0,0,0
