Ticker,Signal_Date,D_Minus_1_Close,Signal_Close,D_Plus_1_Close,D_Plus_2_Close,D_Minus_1_Lt_D,D_Lt_D_Plus_1,D_Lt_D_Plus_2,D1_D2_Confirmation,Next_Open,Gate_Status,Signal_Score,Trend_Score,Relative_Strength_Score,High_Proximity_Score,Volume_Score,ADX_Score,Risk_Quality_Score,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,High_252D,Distance_From_52W_High_Pct,Volume_Avg_20,Volume_Avg_50,Volume_Ratio_20_50,ADX,ATR_Pct,OBV,OBV_EMA_50,Forward_21D_Return_Pct,Forward_63D_Return_Pct,Forward_126D_Return_Pct,Forward_252D_Return_Pct
FCEL,2020-06-08,78.5999984741211,81.30000305175781,78.30000305175781,101.0999984741211,True,False,True,False,78.30000305175781,Passed,90,23,25,15,10,10,7,60.18016399701839,52.94567979063492,57.88894658230897,0.502184145119644,78.28948634263043,359.3220313412927,367.241407092772,90.0,9.666663275824652,281913.25,280423.12,1.0053138628512515,22.613485026548688,6.303365901823266,47833049.0,44498401.96996912,13.409961163167905,-1.9157087375954118,204.59768927767078,365.13409707824405
FCEL,2020-07-08,84.9000015258789,88.80000305175781,91.19999694824219,92.0999984741211,True,True,True,True,90.5999984741211,Passed,86,27,25,10,10,10,4,68.48530712930874,58.27373129074546,61.086719871728675,9.24358098213245,101.36055810493447,42.30769371845309,377.41936145455634,102.5999984741211,13.45028813606081,804988.3,493738.42,1.6303942885384535,30.00060211503898,9.568923307431215,49778936.0,46688509.37349396,-15.231783283423672,-36.42384167305046,307.2847750713824,166.22516667827355
FCEL,2020-08-06,76.80000305175781,76.80000305175781,80.4000015258789,86.0999984741211,False,True,True,False,76.80000305175781,Passed,76,27,25,5,5,10,4,74.3737502681682,63.53274562366766,64.65654291714851,13.953900903802307,29.94924709750586,51.47929368059667,725.8064674909352,102.5999984741211,25.146194742752204,434391.7,572829.98,0.7583257077431598,21.589691084331765,9.032085002204306,49791077.0,48781663.690063305,0.0,-12.890626474594013,834.3749310821321,147.26560722726157
FCEL,2020-09-16,72.5999984741211,75.0,73.80000305175781,78.5999984741211,True,False,True,False,74.0999984741211,Passed,74,20,25,5,10,10,4,78.04851056638506,68.97760062325625,68.68427955398403,12.952341731947348,5.932198823737078,100.0,557.8947588567486,105.0,28.57142857142857,520092.6,469121.26,1.108652803328504,20.77785625241068,9.528482129126795,52829890.0,51015888.28462659,-1.2145769830119835,229.55465853825535,477.73281365589577,148.98785937820946
FCEL,2020-11-13,76.80000305175781,85.5,112.5,123.5999984741211,True,True,True,True,89.4000015258789,Passed,70,26,25,10,5,0,4,72.17304554452099,69.549765612563,69.22639003818718,1.2054235250577028,0.35211627054407835,49.21466167263093,220.22470995085897,105.0,18.571428571428573,526138.1,672053.74,0.7828809940109849,17.740741095350927,7.743639022430321,52863080.0,50919488.01402804,173.15435434031042,642.2818392165722,177.5167806140331,261.40939663181865
FCEL,2020-12-15,231.0,244.1999969482422,253.5,259.79998779296875,True,True,True,True,248.10000610351562,Passed,76,30,25,5,10,5,1,162.36317392938577,107.96130907388726,98.97393333031569,43.96372723166315,225.5999959309896,244.9152350596957,1114.9253348938798,339.29998779296875,28.02829185562892,3601419.35,1900783.96,1.8947020943926738,52.806694699260234,13.402827322359864,87648698.0,69414234.58340341,91.53567130859398,72.5513887834803,9.189837659034893,-21.039907667415235
FCEL,2021-01-15,528.0,475.20001220703125,543.9000244140625,502.79998779296875,False,True,True,False,501.29998779296875,Passed,71,30,25,5,5,5,1,300.37401356952637,177.2439386522554,154.09143214396582,124.32879132287505,549.1803716098962,444.3298918618571,607.1429074216074,628.2000122070312,24.35530038633252,2422250.3,2614291.46,0.9265417942343734,52.97524979076691,12.014073480153858,110780641.0,88329990.79792841,32.37582121386302,-44.88330450407321,-60.383002006867144,-71.09515311691442
FCEL,2021-02-17,714.2999877929688,663.5999755859375,553.7999877929688,606.5999755859375,False,False,False,False,603.0,Passed,71,30,25,5,5,5,1,519.3418489290757,298.4373892748125,252.17358905137135,189.7918872931433,676.1403223227339,678.8732386798855,799.1869216055967,883.2000122070312,24.86413423753636,1288918.15,1804466.2,0.7142933184340056,51.25237246351581,11.338699737701123,115924611.0,103989507.68802586,-29.004974112186467,-58.85572038084318,-70.5472626694004,-72.68656767027493
FCEL,2026-01-28,9.59000015258789,9.630000114440918,8.989999771118164,8.1899995803833,True,False,False,False,9.510000228881836,Passed,68,23,21,10,5,5,4,8.240269784991632,7.618650360885098,7.978969686529582,0.5654407463489886,22.053235455000863,96.93252305468718,23.145778811344986,11.989999771118164,19.683066736682324,2566050.0,2592924.0,0.9896356391471559,19.085100657278826,7.712604055812126,158812604.0,136953888.37695396,-14.405886988292572,43.42797071548035,,
FCEL,2026-04-29,9.9399995803833,13.640000343322754,13.0,13.3100004196167,True,False,False,False,13.300000190734863,Passed,87,23,25,15,10,10,4,8.248590560818931,7.764817025199148,7.913749693006931,0.03151296546657356,41.64070800859634,72.87706684586234,237.6237740622773,13.65999984741211,0.14640925558388188,5194460.0,2887252.0,1.7991017063976404,34.07247958500643,8.166148388307146,213951404.0,162734960.59641808,62.85713937433659,,,
FCEL,2026-05-29,24.389999389648438,21.65999984741211,21.309999465942383,24.639999389648438,False,False,True,False,21.239999771118164,Passed,76,30,25,5,10,5,1,14.629626481739285,10.466767745115082,9.965523666042312,26.692877402261562,166.09335299573812,259.8006630571203,286.0962447757221,27.690000534057617,21.776816794311156,12097640.0,7407282.0,1.6332090502292205,49.085339320951356,13.36608576552064,232235904.0,203451151.40296885,,,,
APH,2019-07-11,24.3799991607666,24.225000381469727,24.762500762939453,24.752500534057617,False,True,True,False,24.372499465942383,Passed,74,26,13,15,5,5,10,23.823767250485705,23.329444861019827,23.127774008186396,1.2441560313284583,-4.878768122807264,20.402581366854132,8.54711008147564,26.377500534057617,8.160364359802267,5159740.0,5865736.0,0.879640679362317,19.081339535128375,1.5068545738852217,118794400.0,104511689.84964028,-10.852389407623553,-2.6053964213607728,11.549904998423477,-2.625907903055902
APH,2019-10-23,24.772499084472656,25.397499084472656,25.447500228881836,25.0575008392334,True,True,False,False,25.5,Passed,80,26,14,15,5,10,10,23.672040099797346,23.311783137709558,23.197494359218087,0.2645281561339363,8.235665541521996,0.9539889801001067,22.811889311801316,26.377500534057617,3.715293070773027,4835020.0,5094408.0,0.9490837797051198,27.022241391564382,1.7480060409432403,147060800.0,123919090.88299184,-0.21568747127757026,3.294118245442701,-15.519609638288912,16.18627660414751
APH,2019-11-21,25.55500030517578,25.44499969482422,25.434999465942383,25.8125,False,False,True,False,25.55500030517578,Passed,87,30,17,15,5,10,10,24.728713987455457,23.85132579137569,23.637338057988057,3.1971180384658293,19.180324310011066,13.70796151294018,20.92194486568113,26.377500534057617,3.5352130427573645,4246540.0,4802304.0,0.88427138306946,25.002418938650518,1.4399573872257037,148692800.0,137543863.79696432,4.93054280506755,-6.6034043429779254,-8.051265171836775,24.623359292082945
APH,2019-12-23,26.787500381469727,26.815000534057617,26.8075008392334,26.997499465942383,True,False,True,False,26.86750030517578,Passed,91,30,21,15,5,10,10,25.642369259474975,24.440969553279213,24.13350497729754,4.630472634801475,14.313119517312934,13.155397299569426,38.81196686431476,27.329999923706055,1.88437391542664,4326060.0,4408240.0,0.981357639329982,31.246864847355045,1.3197618012609356,160732000.0,144198993.89368004,-1.9633391517493437,-30.287524594805117,-11.966130514823325,19.91252782489208
APH,2020-01-24,26.584999084472656,26.34000015258789,25.657499313354492,25.852500915527344,False,False,False,False,25.844999313354492,Passed,77,20,17,15,5,10,10,26.42720911526302,25.074560857213687,24.683387906777895,5.118757723302103,3.71099951605649,12.252290565968416,23.632948957005738,27.559999465942383,4.426702964425386,4172620.0,4080264.0,1.022634809904457,29.87985968673246,1.5866013519695632,141060800.0,155500507.78951067,-7.651379611981291,-16.647320121595044,0.9769802312478593,28.47747228957043
APH,2020-07-27,26.09749984741211,26.542499542236328,26.052499771118164,26.457500457763672,True,False,False,False,26.482500076293945,Passed,81,30,11,15,5,10,10,24.199171115753497,23.552834610818113,23.53661677911181,2.4583019028846076,21.29555540912138,3.4492848195116332,11.429470538589781,27.559999465942383,3.691944642319181,6108080.0,6415576.0,0.9520703986672436,21.649736895944894,2.3191291608529245,177934800.0,152873485.00930443,2.8131816750197824,13.04635103843097,22.741436701485696,32.899082765714205
